frame_idx,dt_ms,view_sse,visible_n,partition_n,load_n,spawn_n,tex_upload_n,evict_n,gpu_tex_cache,mesh_backlog,dl_in_flight,stale_skips,retry_after,frame_mesh,frame_despawn,evict_deferred
277,25.070,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
278,0.827,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
279,0.691,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
280,6.775,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
281,25.105,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
282,0.876,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
283,0.753,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
284,6.604,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
285,25.060,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
286,0.935,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
287,0.748,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
288,6.598,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
289,25.107,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
290,0.900,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
291,1.829,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
292,5.531,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
293,25.223,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
294,0.829,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
295,0.741,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
296,6.478,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
297,25.079,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
298,0.870,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
299,0.718,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
300,6.477,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
301,25.304,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
302,0.799,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
303,0.729,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
304,6.632,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
305,25.186,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
306,0.856,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
307,0.926,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
308,6.403,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
309,25.104,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
310,0.853,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
311,0.672,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
312,6.604,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
313,25.329,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
314,0.813,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
315,0.675,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
316,6.506,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
317,25.151,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
318,0.822,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
319,0.915,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
320,6.480,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
321,25.252,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
322,0.871,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
323,0.674,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
324,6.431,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
325,25.245,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
326,0.890,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
327,0.774,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
328,6.561,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
329,25.034,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
330,0.810,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
331,0.705,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
332,6.761,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
333,25.064,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
334,0.892,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
335,0.835,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
336,6.605,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
337,25.079,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
338,0.956,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
339,0.966,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
340,6.350,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
341,25.069,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
342,1.021,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
343,0.753,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
344,6.495,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
345,25.058,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
346,0.968,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
347,0.759,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
348,6.466,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
349,25.184,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
350,0.898,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
351,0.763,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
352,6.441,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
353,25.222,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
354,0.979,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
355,0.704,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
356,6.483,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
357,25.216,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
358,0.863,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
359,0.832,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
360,6.525,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
361,25.117,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
362,0.969,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
363,0.733,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
364,6.395,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
365,25.118,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
366,0.926,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
367,0.738,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
368,6.552,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
369,25.234,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
370,0.964,0,58,0,0,0,0,0,52,0,6,26,0,0,0,0
