frame_idx,dt_ms,view_sse,visible_n,partition_n,load_n,spawn_n,tex_upload_n,evict_n,gpu_tex_cache,mesh_backlog,dl_in_flight,stale_skips,retry_after,frame_mesh,frame_despawn,evict_deferred
86,25.114,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
87,1.016,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
88,1.675,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
89,5.322,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
90,25.200,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
91,0.790,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
92,0.631,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
93,7.226,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
94,24.524,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
95,0.816,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
96,0.633,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
97,6.618,0,40,32,32,0,0,0,0,0,252,0,0,0,0,0
98,25.348,0,42,32,32,2,0,0,0,0,252,0,0,0,0,0
99,0.785,0,44,32,32,2,0,0,0,0,252,0,0,0,0,0
100,0.686,0,44,32,32,0,0,0,0,0,252,0,0,0,0,0
101,7.940,0,44,32,32,0,0,0,0,0,252,0,0,0,0,0
102,23.944,0,44,32,32,0,0,0,0,0,252,0,0,0,0,0
103,0.792,0,44,32,32,0,0,0,0,0,252,0,0,0,0,0
104,0.661,0,44,32,32,0,0,0,0,0,252,0,0,0,0,0
105,6.642,0,44,32,32,0,0,0,0,0,252,0,0,0,0,0
106,25.102,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
107,0.731,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
108,0.705,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
109,7.381,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
110,24.540,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
111,0.959,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
112,0.722,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
113,6.636,0,44,24,24,0,0,0,0,0,252,0,0,0,0,0
114,25.013,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
115,0.920,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
116,1.038,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
117,6.237,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
118,25.138,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
119,0.810,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
120,0.743,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
121,6.542,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
122,25.330,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
123,0.870,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
124,0.808,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
125,6.862,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
126,24.762,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
127,0.900,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
128,0.712,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
129,6.390,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
130,25.305,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
131,0.836,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
132,0.606,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
133,7.897,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
134,23.995,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
135,0.759,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
136,0.676,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
137,6.723,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
138,25.169,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
139,0.823,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
140,1.608,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
141,5.585,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
142,25.209,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
143,0.736,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
144,0.647,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
145,6.779,0,44,16,16,0,0,0,0,0,252,0,0,0,0,0
146,25.187,0,46,16,16,2,0,0,0,0,252,0,0,0,0,0
147,0.911,0,46,16,16,0,0,0,0,0,252,0,0,0,0,0
148,0.667,0,46,16,16,0,0,0,0,0,252,0,0,0,0,0
149,6.685,0,46,16,16,0,0,0,0,0,252,0,0,0,0,0
150,25.145,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
151,0.818,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
152,0.614,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
153,6.615,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
154,25.492,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
155,0.840,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
156,0.688,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
157,6.336,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
158,25.284,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
159,0.887,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
160,1.008,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
161,6.177,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
162,25.317,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
163,0.930,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
164,1.747,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
165,5.523,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
166,25.027,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
167,0.873,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
168,0.677,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
169,6.448,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
170,25.283,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
171,0.826,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
172,0.635,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
173,7.268,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
174,24.656,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
175,0.856,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
176,0.652,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
177,6.447,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
178,25.398,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
179,0.786,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
180,0.851,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
181,6.621,0,46,8,8,0,0,0,0,0,252,0,0,0,0,0
182,24.995,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
183,0.756,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
184,0.647,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
185,6.773,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
186,25.178,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
187,0.829,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
188,0.692,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
189,7.300,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
190,24.566,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
191,0.915,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
192,0.815,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
193,6.297,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
194,25.275,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
195,0.905,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
196,1.165,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
197,6.484,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
198,24.662,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
199,0.780,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
200,0.644,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
201,6.722,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
202,25.231,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
203,0.848,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
204,0.802,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
205,7.083,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
206,24.753,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
207,0.793,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
208,0.615,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
209,6.742,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
210,25.077,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
211,0.902,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
212,0.678,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
213,7.525,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
214,24.148,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
215,0.890,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
216,0.638,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
217,6.850,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
218,24.886,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
219,0.749,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
220,0.611,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
221,6.836,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
222,25.368,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
223,0.849,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
224,1.236,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
225,5.968,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
226,25.205,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
227,0.756,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
228,0.589,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
229,7.194,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
230,24.830,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
231,0.772,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
232,0.731,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
233,6.489,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
234,25.205,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
235,0.773,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
236,0.592,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
237,7.925,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
238,24.114,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
239,0.832,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
240,0.724,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
241,6.745,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
242,24.895,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
243,0.809,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
244,0.624,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
245,7.996,0,46,0,0,0,0,0,0,0,252,0,0,0,0,0
246,24.015,0,48,0,0,2,0,0,0,0,252,0,0,0,0,0
247,0.832,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
248,0.666,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
249,6.691,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
250,25.106,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
251,0.824,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
252,0.654,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
253,7.133,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
254,24.936,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
255,0.883,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
256,0.680,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
257,6.330,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
258,25.278,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
259,1.094,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
260,0.837,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
261,6.927,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
262,24.507,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
263,0.810,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
264,0.635,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
265,6.791,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
266,24.945,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
267,0.861,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
268,0.711,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
269,6.715,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
270,25.151,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
271,0.756,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
272,0.689,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
273,6.783,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
274,25.119,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
275,0.926,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
276,0.773,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
277,6.748,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
278,24.820,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
279,0.937,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
280,0.793,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
281,6.465,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
282,25.202,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
283,0.818,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
284,0.739,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
285,6.579,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
286,25.181,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
287,0.847,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
288,0.725,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
289,6.588,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
290,25.070,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
291,0.824,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
292,0.731,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
293,7.220,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
294,24.569,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
295,0.929,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
296,0.734,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
297,6.623,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
298,25.026,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
299,0.962,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
300,0.872,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
301,7.032,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
302,24.913,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
303,1.089,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
304,0.813,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
305,5.824,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
306,25.093,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
307,0.798,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
308,0.623,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
309,7.404,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
310,24.581,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
311,0.781,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
312,0.761,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
313,6.549,0,48,0,0,0,0,0,0,0,252,0,0,0,0,0
314,25.275,0,50,0,0,2,0,0,0,0,252,0,0,0,0,0
315,0.774,0,50,0,0,0,0,0,0,0,252,0,0,0,0,0
316,0.665,0,52,0,0,2,0,0,0,0,252,0,0,0,0,0
317,6.736,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
318,25.130,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
319,0.744,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
320,0.701,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
321,6.782,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
322,25.163,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
323,0.880,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
324,0.641,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
325,7.879,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
326,23.955,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
327,0.761,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
328,1.627,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
329,5.722,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
330,25.312,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
331,1.133,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
332,0.781,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
333,5.991,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
334,25.233,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
335,0.971,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
336,0.685,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
337,6.562,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
338,25.240,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
339,0.821,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
340,0.726,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
341,6.714,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
342,25.080,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
343,0.872,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
344,0.657,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
345,6.769,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
346,24.996,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
347,0.829,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
348,0.662,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
349,6.997,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
350,24.726,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
351,0.796,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
352,0.670,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
353,6.833,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
354,25.109,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
355,0.801,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
356,1.626,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
357,5.786,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
358,25.354,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
359,0.847,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
360,0.700,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
361,6.324,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
362,25.189,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
363,0.768,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
364,0.653,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
365,6.947,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
366,25.037,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
367,0.819,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
368,0.695,0,52,0,0,0,0,0,0,0,252,0,0,0,0,0
369,6.752,0,54,0,0,2,0,0,0,0,252,0,0,0,0,0
370,25.048,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
371,0.874,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
372,0.696,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
373,7.377,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
374,24.367,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
375,0.791,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
376,0.714,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
377,6.571,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
378,25.407,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
379,0.837,0,54,0,0,0,0,0,0,0,252,0,0,0,0,0
